# HPA 7y wiki, sensitivity
# nSources, flux_per_source
1.0715099607598098, 2.496532056945756e-12
1.2164670955605836, 2.3327450955240774e-12
1.3810344735687554, 2.1797035073320887e-12
1.5678650282820927, 2.029569059039778e-12
1.779970590131416, 1.889775628453873e-12
2.020770439152073, 1.7503748426768262e-12
2.2941464260088558, 1.6644848200914736e-12
2.6045055499612495, 1.5662368293739243e-12
2.9568510025666366, 1.4712048955980118e-12
3.3568628223922983, 1.3867961215578166e-12
3.810989460942794, 1.2980894497482247e-12
4.3265517359052055, 1.2322293032630804e-12
4.911860847506378, 1.1635709049877185e-12
5.576352360482829, 1.1006672333656608e-12
6.330738311540094, 1.0393393221749943e-12
7.187179894372984, 9.84014448052103e-13
8.15948350604195, 9.234986663929907e-13
9.26332331510103, 8.812695739021485e-13
10.516493939420824, 8.321662477333063e-13
11.939197307037826, 7.885607297356778e-13
13.554368324414176, 7.459304396650694e-13
15.388044602092636, 7.006708653693838e-13
17.469786197965558, 6.703928269002875e-13
19.83315214469318, 6.369380630854466e-13
22.516241443204137, 6.035625035155898e-13
25.562307243446327, 5.734427883390857e-13
29.02045411338257, 5.453042360467495e-13
32.94642963666213, 5.167302897422824e-13
37.40352310003908, 4.87938672841015e-13
42.46358575796484, 4.615602768906452e-13
48.20818912168599, 4.358426695955392e-13
54.72993994522302, 4.119191652455793e-13
62.13397310666212, 3.882857530362576e-13
70.53964645098021, 3.6761698783887377e-13
80.08246491637546, 3.474384068480683e-13
90.91626496227482, 3.2721737026085553e-13
103.21569451342341, 3.087142942946146e-13
117.17902839837237, 2.9074701457859637e-13
133.03136466907, 2.7286640023689977e-13
151.02825332831404, 2.572109885470159e-13
171.45981596251832, 2.409697084706742e-13
194.65542269096193, 2.2615034246122398e-13
220.98900182699424, 2.120562686789297e-13
249.44228692168292, 1.9760896430326071e-13
