# HPA 7y wiki, naive_expectation
# nSources, flux_per_source
1.1956007075025903, 2.1623973884726584e-12
1.3810344735687554, 1.869069724190413e-12
1.595228411305701, 1.615160664630122e-12
1.853301027065268, 1.3858201577846924e-12
2.14074196528691, 1.204456993887027e-12
2.48706658860256, 1.0374770454470944e-12
2.8728024961575516, 8.967440237972724e-13
3.3375582950698592, 7.718917269437964e-13
3.8552026894203295, 6.676451283004896e-13
4.4531320392121145, 5.765495099832797e-13
5.173550147075146, 4.970760947542689e-13
6.01051594442209, 4.2855754743997697e-13
6.9427273429106675, 3.7008379676957294e-13
8.019521685610297, 3.206178845253778e-13
9.316902627347678, 2.7597874756655095e-13
10.824171062874576, 2.379369606602106e-13
12.502964653525648, 2.051419396708907e-13
14.44213364878185, 1.7743682416919556e-13
16.778550917604015, 1.5273256692742194e-13
19.38084938251813, 1.3237892801593323e-13
22.516241443204137, 1.1402656949518819e-13
26.008436974929648, 9.851367431099013e-14
30.216025878417184, 8.479776633412995e-14
34.90243283604729, 7.33792462728389e-14
40.31568621156489, 6.333804200906936e-14
46.83787107426075, 5.451958343763873e-14
54.415200953215276, 4.700443093533596e-14
62.85482095400891, 4.061898115810661e-14
72.60339846134625, 3.5109045319233116e-14
84.34901985397022, 3.026950302731357e-14
97.43127743157166, 2.6139436053789958e-14
113.19349959697365, 2.254664982026657e-14
130.7494418047364, 1.9492690269583763e-14
151.90180482467082, 1.6778752861107513e-14
175.46127878962346, 1.448940661759481e-14
202.67475024424363, 1.2552732484674942e-14
230.0932084646741, 1.1051685838757098e-14
