# HPA 7y Paper, Sensitivity
# nSources, flux_per_source
1.0724872940578, 1.732430643176837e-12
1.452299265434182, 1.455535504909695e-12
1.9796223105486828, 1.155078390605127e-12
2.6984138777006845, 9.984799080787384e-13
3.6540334921775806, 8.176718113919988e-13
4.114273936116174, 7.573173483161003e-13
5.013730729382951, 6.970687357889898e-13
6.789299505654772, 5.792218445860117e-13
7.848645046955629, 5.215885216988455e-13
9.073282011169747, 4.885456564224435e-13
9.884934369088386, 4.653065756872918e-13
12.614714089556571, 4.009705158568221e-13
14.93314454459807, 3.490958227651612e-13
16.85841938914209, 3.3571770891366955e-13
18.366492854855334, 3.2316012047388764e-13
23.43850222378873, 2.8414473290135754e-13
25.36745953574603, 2.7613549998014024e-13
31.739042272188726, 2.3717613592965874e-13
43.54941242381025, 2.0372607251300014e-13
47.44513430661326, 2.001828485781726e-13
58.97205498248196, 1.8464078811725784e-13
65.9636505821974, 1.6684112401674326e-13
81.98969369207484, 1.5030415366570768e-13
88.73733556963258, 1.4721096858526836e-13
112.49876270610652, 1.2843265611087584e-13
128.34913521111855, 1.1692607753394532e-13
152.33921310356115, 1.1048796127569997e-13
164.8765261199059, 1.0595963417613464e-13
209.0259423353479, 9.340952217182511e-14
245.25055341118568, 8.444571166362095e-14
279.3441828394067, 8.019830571888895e-14
306.34533582582503, 7.626771416993363e-14
388.37622315297386, 6.576520715457383e-14
448.97520247355044, 5.938664207315691e-14
519.0295399643126, 5.43517768038852e-14
569.1984601494288, 5.259142759558332e-14
721.6142122137966, 4.4071015228059185e-14
781.002094501316, 4.244091200138035e-14
983.039784822283, 3.443697884901456e-14
1078.7056182235442, 3.39812757714091e-14
1323.2228808949585, 2.792798545671741e-14
1432.1223501136437, 2.6860051222190136e-14
1780.0602571119953, 2.198797668909911e-14
1978.0208477385715, 1.942570001349017e-14
