# Theo's Multipole Analysis Discovery potential
# nSources, flux_per_source
6.531875206118714, 1.195660628102472e-12
6.937524749227932, 1.1550966022093546e-12
7.368366376789494, 1.113399700228323e-12
7.825964594741677, 1.0740135364694893e-12
8.31198106965413, 1.0352435867779977e-12
8.828180662701957, 9.974988686525408e-13
9.37643783836815, 9.651048814050889e-13
9.95874347114617, 9.323626981477718e-13
10.577212074959684, 9.010693107225586e-13
11.234089481551509, 8.704996005618668e-13
11.931760995724115, 8.412825573361003e-13
12.672760057045725, 8.130461413435978e-13
13.459777439474864, 7.854627084240901e-13
14.295671022310025, 7.593846424823667e-13
15.183476167945312, 7.333465563323562e-13
16.126416744116625, 7.089987933525696e-13
17.127916830663263, 6.84945274539804e-13
18.191613153315416, 6.619560903051476e-13
19.321368289658096, 6.394985439444728e-13
20.521284695226097, 6.182666190933469e-13
21.795719600662554, 5.977396131777747e-13
23.149300834036886, 5.770275575493372e-13
24.58694362577736, 5.570331877474669e-13
26.11386845724166, 5.379334096908958e-13
27.735620017738597, 5.198784632286821e-13
29.458087338839167, 5.020526613151331e-13
31.287525179090267, 4.848380776695744e-13
33.230576736784926, 4.682137545941192e-13
35.29429777326543, 4.523291177511288e-13
37.48618223435774, 4.369833836745734e-13
39.8141894629759, 4.2184163306638874e-13
42.28677310171275, 4.0676648629016847e-13
44.91291179037053, 3.9488773092742753e-13
47.70214176990258, 3.8149075542641463e-13
50.66459151115999, 3.6951741470848186e-13
53.81101849419009, 3.579198652408194e-13
57.15284827164238, 3.464262832452121e-13
60.70221595813225, 3.355534642740009e-13
64.47201029622174, 3.2502189594714993e-13
68.47592045903322, 3.147027812918729e-13
72.72848575944951, 3.0459699345416753e-13
77.24514844640795, 2.9514772189021434e-13
82.04230978000732, 2.8577708187978207e-13
87.13738958905043, 2.766001608926201e-13
92.54888952729432, 2.6791888114496133e-13
98.29646025810752, 2.5951006912766905e-13
104.40097281150152, 2.5108242461187727e-13
110.8845943726532, 2.4329329318221846e-13
117.77086877712782, 2.35657371597691e-13
125.08480200510277, 2.28089903048536e-13
132.85295298504585, 2.2084828058980918e-13
141.10353003658093, 2.139970790921843e-13
149.86649330275276, 2.0712516944360527e-13
159.17366354364992, 2.0100109464608725e-13
169.058837686447, 1.9309224866972926e-13
179.55791155145926, 1.8570348321262343e-13
190.70901019986334, 1.786644678334245e-13
202.55262637641215, 1.718277881767607e-13
215.13176754986804, 1.6525271727361481e-13
228.49211208509954, 1.5892924454233758e-13
242.6821751139455, 1.529050958447221e-13
257.7534847071701, 1.4716449019772036e-13
273.76076898723846, 1.410560973342254e-13
283.68301457170065, 1.3937281831956907e-13
